name,strasse_nr,plz,angebot,lieferung,beschreibung_lieferangebot,selbstabholung,angebot_selbstabholung,fon,w3,mail,art,montag,dienstag,mittwoch,donnerstag,freitag,samstag,sonntag,lon,lat,unique_id
Como en casa,Stubenrauchstraße 59,12161,"Peruanisches Essen ( Empanadas, seco de carne, ceviche (Vorbestellung)carapulcra,etc..) und Paella",FALSCH,,WAHR,Bestellungen können uns am gleichen Tag ab 9:00 Uhr erreichen. Ceviche muss ein Tag im Voraus vorbestellt werden.,+4917670781022,https://comoencasabien.jimdofree.com/,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,"13,3236895","52,4712359",1108
Lula am Markt,Lauterstraße 14,12159,"Hausgebackenes Brot, Kuchen, Zimtrollen, Pizza, Lasagne, Salate, Curry",FALSCH,,WAHR,Bestellungen für den gleichen Tag sind von 8:30-17:45 möglich,+493085103323,https://www.lula-berlin.de,ammarkt@lula-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:30-18:00,08:30-18:00,08:30-18:00,08:39-18:00,08:30-18:00,08:30-18:00,08:30-18:00,"13,3348","52,47226",1109
Ristorante Pino,RheingauStr. 14,12161,Italienische Küche,FALSCH,,WAHR,Täglich außer Montag.,,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,3217292","52,4727088",1110
KITCHEN IMPOSSIBLE,Grunewaldstraße 9,10823,Küchenmöbel und Kochutensilien aus sozial und ökologisch verantwortungsbewusster Herstellung,WAHR,Auslieferung von Küchenacessoiress im Umkreis von 10km klimaneutral mit dem Fahrrad,WAHR,Abholung nach vorheriger Terminabsprache möglich,+493028619454,https://kitchen-impossible.de,,Möbel,,,,,,,,"13,3561532","52,4904145",1111
CARLOS CARAVELA,Dickhardtstraße 27,12161,Portugisischer küche,FALSCH,,WAHR,Mehr Info auf unsere Internet seite,+49308522660,https://info@carlos-tapas.de,info@carlos-tapas.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,"13,3314577","52,4673146",1112
cantina,Storkower Straße 134,10407,Saisonale und regionale Gerichte und zudem internationale Küche,FALSCH,,WAHR,"Sie haben die Möglichkeit Speisen vorab telefonisch unter +49-30-42024665 zu bestellen und zu einem vereinbarten Zeitpunkt vor dem SB-Restaurant cantina in Empfang zu nehmen. Für die Abholung werden geeignete Vorkehrungen zur Hygiene, zur Steuerung der Kaufabwicklung und zur Verm",+493042024665,https://kiezkuechen-catering.de/ueber-uns/locations/cantina/,cantina@bildungsmarkt.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00,,,"13,45221","52,53274",1113
Kaffeehaus Zeltinger,Zeltinger Platz 1a,13465,"Frühstück, Kuchen, Mittagskarte, Salate",WAHR,Unsere aktuellen Liefergebiete entnehmen Sie bitte der Homepage,WAHR,Bestellungen können Sie gern telefonisch oder uns per E-Mail zukommen lassen.,+49304011017,https://kaffeehaus-zeltinger.de,info@kaffeehaus-zeltinger.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-18:00,09:00-18:00,"13,2898392","52,633404",1114
Hundt Hammer Stein,Alte Schönhauser Straße 23/24,10119,Bücher,WAHR,Im Kiez,WAHR,,+493023457669,https://www.hundthammerstein.de,info@hundthammerstein.de,Buchhandlung,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,,"13,4068736","52,5259081",1115
Furnilovers.com,Leipziger Platz 16,10117,Designer Moebel online kaufen,WAHR,Wir liefern Bestellungen Deutschlandsweit,FALSCH,,+4930403656051,https://furnilovers.com,shop@furnilovers.com,Möbel,,,,,,,,"13,3775022","52,5102971",1116
Cafeteria Uwe Gläser,Coswiger Straße 5,12681,"Frühstück ,Mittagstisch, Vegetarische Gerichte",FALSCH,,WAHR,,+49305455423,,uweglaeser@mail.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,,,"13,5311703","52,5289263",1117
Ristorante Vino e Basilico,Tucholsky Straße 18/20,10117,"italienische Küche. Antipasti, Pasta, Hauptgänge, Desserts",WAHR,"Lieferungen ab 20 Euro, in Mitte, Fhain, Kreuzberg und Prenzl'berg und nach Absprache.",WAHR,"Bestellungen sind zwischen 17 und 21 Uhr von Dienstag bis Samstag, telefonisch oder vor Ort möglich .",+493027878885,https://www.vinoebasilico.com,info@vinoebasilico.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,,"13,3932662","52,5252037",1118
passenger coffee GmbH,Elsenstraße 38,12435,frisch gerösteter Kaffee,WAHR,Lieferung innerhalb des Berliner S-Bahn Rings. Darüberhinaus kooperieren wir mit unserem Versandpartner. Mehr Info auf unserer website.,WAHR,Abholung kann zu unseren aktuellen Öffnungszeiten erfolgen: Werktags 10:00Uhr -16:00Uhr,+493023575667,https://www.passenger-coffee.de,bean@passenger-coffee.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,,"13,4517806","52,4874801",1119
Vale Un Peccato,Assmannshauser Straße 26,14197,Feine Italienischen Speisen und Getränke,FALSCH,,WAHR,,+493082705275,http://vale-un-peccato.de,valeunpeccato@gmx.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,31318","52,47816",1120
Mani in Pasta (Ristorante),Reichenbergerstraße 125,10999,"Italienisch Küche, Frischen Pasta, Handgemacht",FALSCH,,WAHR,Bestellungen zum Abholen müssen uns spätestens bis 15:00 Uhr am vorherigen Tag erreichen.,+4917631544906,https://maniinpasta.de/,dining@maniinpasta.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,11:00-18:00,11:00-18:00,11:00-18:00,"13,4312739","52,4955184",1121
Ajad Restaurant,Fürstenwalder Allee 62,12589,Indische Gerichte,WAHR,"12589,12587,12557,12559,12623,15366,15537,15562,15566,15569,12621,12683",WAHR,,+493065489987,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,"13,691746","52,4393515",278
Restaurant Toro Negro,Nürnberger Straße 46,10789,Mediterane Küche,WAHR,"""Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht"".",WAHR,"""Bestellungen zum Abholen müssen uns spätestens bis 17:30 Uhr",+4930219196894,https://www.restaurant-toronegro.de,info@restaurant-toronegro.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,"13,336999","52,5006747",1123
Lochner Weinwirtschaft,Eisenacher Straße 86,10781,"Wein, Weinbegleiter, Käse, kleine Gerichte",WAHR,,WAHR,Dienstag bis Sonntag 15:00-20:00 einfach vorbeikommen und abholen. Keine Vorbestellung nötig,+493023005220,https://www.lochner-weinwirtschaft.de,mail@lochner-weinwirtschaft.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,15:00-20:00,15:00-20:00,15:00-20:00,15:00-20:00,15:00-20:00,15:00-20:00,"13,3493933","52,4901717",1124
Sushi for you,Marienfelder Allee 24a,12277,Japanische Küche sushi,WAHR,,WAHR,,+493072010290,https://sushi-for-you.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,12:00-22:00,12:00-22:00,"13,3710406","52,4231457",1125
SushiForYou,Heinrich heine Straße 29,10179,Japanische küche,WAHR,,WAHR,,+493020215060,https://htpps://sushiforyou.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-23:00,11:30-23:00,11:30-22:00,"13,4137248","52,5067624",1126
SushiForYou,Grabbeallee 17,13156,Japanische Küche,WAHR,,WAHR,,+493088668488,https://htpps://sushiforyou.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-23:00,11:30-23:00,11:30-22:00,"13,3985853","52,5728784",1127
SushiForYou,Boxhagenerstraße 109,10245,Japanische küche,WAHR,,WAHR,,+493029779790,https://sushiforyou.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-22:00,11:30-22:00,11:30-22:00,11:30-22:00,11:30-23:00,11:30-23:00,11:30-22:00,"13,4573053","52,5131326",1128
Stadt-Land-Kult GmbH,Deisterpfad 28,14163,"Online-Shop für green Lifestyle Produkte: Accessoires Schmuck, Schals & Gürtel, Taschen, Koerbe. Handmade & fair. Marken: Bands of LA, UMIWI, Abury, hoffnungsträger Hamburg, Wayuuu, Daily´s. Dikekt Verkauf nach Absprache.",WAHR,Warenlieferung über DHL Versand ca 3-6 Werktage,WAHR,Abholung nur über telefonische Absprache oder Anfrage per Mail,+491723053533,https://www.stadt-land-kult.com/,post@stadt-land-kult.com,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,24898","52,45274",1129
Kaffee Bärlin,Alt-Moabit 120,10559,Kaffeemaschinen,WAHR,Online-Versand,WAHR,Nach Bestellung ist eine Abholung möglich,+493020097222,https://www.kaffee-baerlin24.de,info@kaffee-baerlin24.de,Haushalt,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,09:00-13:00,,"13,3564509","52,5234026",1130
Gezer Fleischmanufaktur Berlin GmbH,Riedemannweg 61 bis 63,13627,"Frische Hamburger Patties, port. Fleisch",WAHR,ganz Berlin,WAHR,Montag bis Freitag von 08:00 Uhr bis 15:00 Uhr und Samstag 08:00 Uhr bis 12:00Uhr,+49303446007,"https://,Gezer-Fleisch.de",bestellung@gezer-fleisch.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-12:00,,"13,31577","52,54603",1131
Sauna Vermietung & Verkauf,Bruno-Baum-Straße 41 A,12685,Fasssauna Vermietung und Verkauf,WAHR,,WAHR,,+491799434338,https://mobilesaunaberlin.de,mobilesaunaberlin@gmail.com,Anderes (bitte bei der nächsten Frage beschreiben),09:00-20:00,09:00-20:00,,,,,,"13,5450972","52,5390535",1132
Croacia-Eck,Pichelsdorfer Straße 107,13595,"Kroatische Küche zum zum bestellen, abholen und liefern.",WAHR,10 km Umkreis,WAHR,Von 12-20h,+4917669502735,,croaciaeck@googlemail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,,,,,,,"13,1970266","52,5248099",1133
Green Queen Flower GmbH,Georgenstraße 17/18,10117,Bei der Auswahl unserer Blumen und Pflanzen achten wir verstärkt auf Produkte aus fairem Handel.,WAHR,Wir liefern im PLZ Gebiet 10117 Berlin,WAHR,"Schnittblumen, Blumensträuße, Pflanzen, Flower Wraps, Rosen, Tulpen und vieles mehr...",+491728929279,https://www.greenqueen.de/shops/,info@greenqueen.de,Blumenladen,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,08:00-18:00,08:00-18:00,"13,3872304","52,5199098",1134
Handyreparatur NALIA,Petersburger Straße 44,10249,Handyreparatur,WAHR,deutschlandweite Lieferung,WAHR,,+493062966905,https://www.handyreparatur-nalia.de/,kontakt@handyreparatur-nalia.de,Anderes (bitte bei der nächsten Frage beschreiben),11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,11:00-19:30,,"13,4498871","52,5224207",1135
American Burger,Prinzenallee 37,13359,"Burger, Nudelgerichte, Pizzen, Familienmenüs,",WAHR,"Liefergebiete: Wedding, Mitte, Reinickendorf, Pankow, Prenzlauer Berg, Niederschönhausen von Mo-Sa 16:30-03:00 Uhr und So von 14:00-03:00 Uhr",WAHR,,+493070227004,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",16:30-03:00,16:30-03:00,16:30-03:00,16:30-03:00,16:30-03:00,16:30-03:00,14:00-03:00,"13,38644","52,55835",1136
Amore Store,Sanderstraße 12,12047,"Das Sortiment besteht aus italienischen Lebensmitteln, landestypischen Küchenutensilien und bunten Wohnaccessoires: von sizilianischer Schokolade, Fenchel-Salami vom Gardasee, saftigem Panettone aus Mailand bis hin zur roten Parmesanreibe von Rigamonti.",WAHR,Lieferungen per Fahrrad-Kurier innerhalb des S-Bahn-Rings,WAHR,Bestellungen können über den Onlineshop getätigt werden und am gleichen Tag im Laden abgeholt werden von 12 – 18 Uhr,+493054612587,https://www.amorestore.de,info@amorestore.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,"13,4264402","52,4924013",1137
Fräulein Kimchi,Gürtelstraße 10,13088,hausgemachtes Koreanisches und Amerikanisches Essen und Kimchi,WAHR,"Lieferungen 2x pro Woche nur mit Vorbestellungen nach Weissensee, Prenzlauerberg, Mitte, Kreuzberg, Neukölln, Friedrichshain, Wedding, Moabit, West Berlin, Charlottenburg, Steglitz-Zehlendorf",WAHR,Selbstabholung möglich 2x pro Woche nur bei Vorbestellungen,+4917661330758,https://fraeuleinkimchi.com,fraeuleinkimchi@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,4525724","52,5453247",1138
Cafe Dodo,Duncker Straße 12,10437,"Delicious cakes, great coffee & atisanal Gelato!",FALSCH,,WAHR,"Gelato, Coffee & Cakes",+4917699508676,https://cafe-dodo.eatbu.com,cafe.dodo.berlin@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",13:30-19:00,,13:30-19:00,13:30-19:00,13:30-19:00,13:30-19:00,13:30-19:00,"13,4212083","52,5426778",1139
CHOI,Fehrbelliner Straße 04,10119,"Koreanisch, Vegetarisch, Gekocht wird sehr traditionell koreanisch.",WAHR,"Immer Dienstag, Donnerstag, Samstag",WAHR,"Immer Dienstag, Donnerstag und Samstag",+4917661941932,https://www.choiberlin.de,info@choiberlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,11:00-20:00,,11:00-20:00,,11:00-20:00,,"13,4101949","52,5308547",1140
BBB Restaurant,Sonntagstraße 1,10245,Homemade Premium Burgers,WAHR,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,WAHR,,+4915145946982,https://www.bbbrestaurant.de,backoffice@bbbrestaurant.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,"13,468096","52,5045654",1141
Frau Frieda,Bleibtreustraße 17,10623,LUXURY BAGS & ACCESSOIRES,WAHR,Wir verschicken mit der Post,WAHR,,,https://www.fraufrieda.com,office@fraufrieda.com,Mode / Bekleidung,,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-16:00,,"13,3194442","52,5031823",1142
Cafe Meta,Am Falkplatz 1,10437,deutsche Küche,FALSCH,,WAHR,"Mo-Fr von 12:00 Uhr , Sa und So von 13:00  bis 21:00 Uhr telefonisch bestellen und zum Wunschtermin abholen",+493022150775,https://www.restaurant-meta.de,cafe-meta@hotmail.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,13:00-21:00,13:00-21:00,"13,406112","52,5459413",1143
Distrikt Coffee,Bergstraße 68,10115,"Specialty coffee, drinks, brunch, lunch, pastries and cakes",WAHR,2km radius.,WAHR,Jeden Tag 10-16 Uhr,+4917643271897,https://www.distriktcoffee.de,info@distriktcoffee.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,"13,394093","52,531652",1144
Restaurant Dalmacija,Holsteinische Straße 55,12163,"Kroatische und deutsche Gerichte, derzeit Wochenkarte",FALSCH,,WAHR,Wir haben zwischen 12 und 19 Uhr geöffnet. Telefonische Vorbestellungen wären prima,+49307927730,https://www.dalmacija-restaurant.de,kontakt@dalmacija-restaurant.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-19:00,12:00-19:00,12:00-19:00,,12:00-19:00,12:00-19:00,"13,3279268","52,4628448",1145
12 Cafe & Bar,Sprengelstraße 12,13353,"Taco,  burritos, patatas bravas,  etc",FALSCH,,WAHR,Open from 12noon - 20.30h,+4916096605697,https://www.facebook.com/12berlin,not@applicable.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,13:00-20:00,"13,3556263","52,5421278",1146
HAUS SANSSOUCI,Am Grossen Wannsee 60,14109,Unsere Gourmetboxen zum zu Hause kochen.  Sie erhalten Ihr Gourmetmenü für 2 oder mehr Personen komplett fertig in gewohnter Restaurantqualität zubereitet.  Eine Anleitung für die problemlose Erwärmung liegt bei.,WAHR,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,WAHR,Bestellungen täglich außer Montag und Dienstag,+49308048484,https://https//web.haussanssouci.com,info@haussanssouci.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-16:00,"13,16401","52,43369",1147
Schropp,Hardenbergstraße 9a,10623,"Landkarten, Reiseführer, Posterkarten, Globen, Wanderkarten und -führer, Fahrradkarten und -führer",WAHR,Unsere aktuellen Liefergebiete werden auf unserer Webseite veröffentlicht,WAHR,,+493023557320,https://www.schropp.de,landkarten@schropp.de,Buchhandlung,11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00,12:00-15:00,,"13,3247399","52,50964",1148
Trattoria Da Dino,Schreinerstraße 44,10247,"hausgemachte Pasta, Pizza aus dem Steinofen, Fisch bester Qualität sowie weitere Spezialitäten der italienischen Küche an.",FALSCH,,WAHR,"anrufen, bestellen, abholen - ganz einfach",+493026077156,https://www.da-dino-berlin.de/,kontakt@da-dino-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,"13,4681071","52,5170435",1149
SpielFilmMusik,Wünsdorfer Straße 98,12307,"Spielwaren (Brettspiele, Kartenspiele, LEGO, Playmobil, Schleich) und Sammelkarten (Magic, Pokémon, Yu - Gi - Oh)",WAHR,Lieferungen in Lichtenrade und Umgebung,WAHR,"Bestellungen telefonisch, per Mail oder via Facebook",+493076404740,https://www.spielfilmmusik.de,info@spielfilmmusik.de,Anderes (bitte bei der nächsten Frage beschreiben),12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,10:00-14:00,,"13,3942848","52,3881966",1150
Giomecca Pastry,Erich Weinert Straße 3,10439,Italienisches Gebäck zum Mitnehmen und Ausliefern,WAHR,,WAHR,Bestellungen zum Abholen müssen uns spätestens bis 15:00 Uhr am vorherigen Tag erreichen,+491721676822,http://giomeccapastry.com/,giomecca.pastry@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",14:00-18:00,10:30-18:00,10:30-18:00,10:30-18:00,10:30-18:00,10:30-18:00,12:00-17:00,"13,4151111","52,5521256",1151
Speisemanufaktur Adlershof,Johann-Hittorf-Straße 08,12489,"täglich wechselndes Speiseangebot, frische Flammkuchen,Salate ,Desserts",WAHR,"Lieferung nur in 12489 Berlin ab 50,00 €",WAHR,Abholung zwischen 11:00-14:00 Uhr,+491723845138,https://speisemanufaktur-adlershof.de,info@speisemanufaktur-adlershof.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,08:00-14:00,08:00-14:00,08:00-14:00,,,"13,5235794","52,431186",1152
Speisemanufaktur / Bistro,Albert-Einstein-Straße 04,12489,"täglich wechselnde Tagesgerichte,Flammkuchen,Salate, Desserts,Backwaren",WAHR,"nur 12489 ab 50,00 €",WAHR,,+491723845138,https://speisemanufaktur-adlershof.de,info@speisemanufaktur-adlershof.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,,,"13,5365774","52,4314113",1153
Sade Berlin,Schwedter Straße 2,10119,Coffee zu mitnehmen und modebekleidung,FALSCH,,WAHR,Coffee zu mit nehmet und grinded coffee zu mutnehmen,+491727319420,https://instagram.com/sadeberlin?igshid=n8kebtoao9s2,infosadeberlin@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,,"13,4116593","52,5331089",1154
IL PAESE,DEMMINERSTRASSE 13,13355,pizza- pasta,FALSCH,,WAHR,telefonische bestellung wenn möglich um wartezeiten zu vermeiden,+49304639609,https://kontakt@il-paese.de,kontakt@il-paese.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,13:00-19:00,"13,3977078","52,5420497",1155
Leibniz Cafe,Leibnizstraße 17,10625,"Backwaren, Café, Snacks und Mittagstisch",WAHR,"Rufen Sie uns an, um mehr über unser täglich wechselndes Mittagsangebot zu erfahren.",WAHR,"Sie können zu unseren Öffnungszeiten vorbei kommen, um Speisen und Getränke vor Ort zu bestellen. Gerne bereiten wir Ihnen auch Speisen zu, wenn Sie uns vorher anrufen.",+493031802433,,leibnizcafe@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-13:00,,"13,314909","52,5109167",1015
Mövenpick Weinkeller,Lietzenburger Straße 93-95,10719,Weinhandel mit 1300 Weinen aus aller Welt,WAHR,Lieferungen sind per Twister-Kurier zur Wunschzeit oder DHL zum Wunschtag möglich,WAHR,"Während unserer Öffnungszeiten können Sie Wein, Schaumwein und Feinkostartikel erwerben",+493089726603,https://www.moevenpick-wein.de,berlin@moevenpick-wein.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-17:00,,"13,32018","52,49942",1157
NgoKimPak,Schlüterstraße 22-23,10625,"Pho,PokeBowl,Bibimbab,Kimchi",FALSCH,,WAHR,www.ngokimpak.de bestellen und abholen.,+4915906158114,https://www.ngokimpak.de,info@ngokimpak.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,31708","52,50583",1158
FunkyFisch,Kantstraße 135-136,10625,"Ceviche, gegrillter Fisch,Poke,Sashimi,Octopus Salad",FALSCH,,WAHR,www.funky-fisch.de bestellen und abholen.,+4915906158114,https://www.funky-fisch.de,info@ngokimpak.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,3169731","52,5058893",1159
China Restaurant Schatzkammer,Heinsestraße 42,13467,Chinesische Küche mit Liebe gekocht,WAHR,"Unsere Liefergebiete sind Waidmanslust, Hermsdorf, Glienicke, Frohnau",WAHR,Vor Ort.- oder Anrufen per Vorbestellung täglich von 12-20 Uhr,+4917645955689,http://www.schatzkammer-berlin.de/,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,3061929","52,6182538",1161
Chicago Williams Berlin-Mitte GmbH,Hannoversche Straße 2,10115,BBQ Menü,WAHR,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,WAHR,Bestellungen und Abholen zw. 12:00 - 21:00 Uhr,+493028042423,https://chicagowilliamsbbq.de/,office@chicagowilliamsbbq.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,3856473","52,5271533",1162
Zur letzten Instanz,Waisenstraße 14-16,10179,"Berliner Küche, wöchentlich wechselndes Menü",WAHR,Umkreis von 3km,WAHR,Einfach vorbeikommen oder gerne vorbestellen,+49302425528,https://www.zurletzteninstanz.de,post@zurletzteninstanz.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,"13,4137801","52,5173629",1163
eins essenundtrinken,eichendorffstraße 1,10115,"regional nicht festgelegt, taeglich wechselnder mittagstisch",FALSCH,,WAHR,to go' jeweils ab 12h mittags - bestellannahme telefonisch ab 10h - 992 78 701,+493099278701,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,,,"13,3880567","52,5296192",1164
frohSINN schank speisen barkultur,Cranachstraße 39-40,12157,"Regelmäßig und saisonal wechselnden Angebote, mit dem Fokus auf hausgemachte & frisch zubereitete regionale, aber auch internationale Speisen.",FALSCH,,WAHR,Mittwoch bis Sonntag von 16.30 Uhr - 21 Uhr,+49308551026,https://www.frohsinn-berlin.de,service@frohsinn-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,16:30-21:00,16:30-21:00,16:30-21:00,16:30-21:00,16:30-21:00,"13,3427292","52,4644184",1165
Cadadia Suppenbar & Catering,Marburger Straße 12-13,10789,"Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Quiches, Tartes und Desserts in einem stilvollen und relaxtem Ambiente.",WAHR,"Lieferungen nur in PLZ 10789, 10777, 10719, 10787, 10623",WAHR,"Anrufen, bestellen und abholen",+493023637971,https://www.cadadia.com/,info@cadadia.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-16:00,11:00-16:00,11:00-16:00,11:00-16:00,11:00-16:00,,,"13,3367947","52,5021331",1166
